nric_id,name,country,email,phone,type,password,membership_id,points,points_redeemed,expiry,tier
S7536097H,Wilton Pipet,Argentina,wpipeta7@free.fr,(602) 6108611,non-member,lNhK0wIR,5612690584,20982,29012,6/17/2019,bronze
S2691593H,Teador Stedall,Mexico,tstedalla8@utexas.edu,(216) 5475068,member,JE5xpcFz,4897509912,16152,28546,6/3/2019,bronze
S3063760E,Doroteya Pridie,China,dpridiea9@nba.com,(969) 1683307,non-member,X6mzZjJTOHhg,0391581953,9626,24263,10/17/2018,bronze
S0991050Q,Farrah Pancast,China,fpancastaa@cocolog-nifty.com,(381) 9720301,member,C5d7YJH,2421740231,1867,24941,1/1/2020,silver
S6193957E,Sherwynd Domelow,Portugal,sdomelowab@t.co,(234) 7204454,non-member,CuoRujID,1586099094,34231,352,8/21/2020,bronze
S7024352K,Florentia Videan,United States,fvideanac@nationalgeographic.com,(512) 8785378,member,fJcBP8Xy1xp,7715241601,36830,7755,12/21/2018,gold
S6808864E,Giles Deeney,France,gdeeneyad@example.com,(909) 7167942,non-member,h2PTKgHm,2028175109,28857,16507,3/26/2019,gold
S0929942E,Boigie Rapelli,Jordan,brapelliae@blog.com,(320) 2428775,member,HrwlgyWZM,9403264098,23684,19989,5/16/2020,silver
S6816924F,Tarrance Callaghan,Indonesia,tcallaghanaf@ox.ac.uk,(364) 5879919,member,jP2gLwVKH35d,9433187016,35177,5980,11/26/2020,silver
S8929280X,Murial Tregonna,Portugal,mtregonnaag@si.edu,(205) 8574397,member,eVDFuiAk,9494727282,28680,21203,1/23/2020,gold
S6792425W,Massimiliano De Rechter,Mauritius,mdeah@seesaa.net,(453) 7723625,non-member,UnuWl08f5weR,5183947074,39039,35067,10/1/2020,silver
S5034903G,Donnie Hammarberg,Russia,dhammarbergai@ox.ac.uk,(629) 1879497,member,ObPpRV,4681416053,14091,25921,4/25/2020,bronze
S7778340R,Fayina Duetsche,Philippines,fduetscheaj@google.it,(987) 3106470,non-member,ZL008cEM0,8526624849,17731,3553,6/17/2019,silver
S1718687J,Esme Staining,Russia,estainingak@github.io,(755) 4265263,member,yMip3yo,7074207632,29074,2885,7/13/2020,silver
S4950983L,Maren Gayle,France,mgayleal@fotki.com,(525) 6959932,member,2D56v2c,4811258053,15598,3019,8/3/2019,gold
S4063655I,Gwenny Lotherington,Russia,glotheringtonam@rambler.ru,(940) 4446829,member,NC6iJIWuU,5649545871,35560,12157,2/24/2020,silver
S7394198A,Con Asprey,Bulgaria,caspreyan@npr.org,(407) 2557173,member,NWOaMVOGvFWr,0460821083,10597,35033,5/18/2019,silver
S7627475A,Bobby Kordes,Egypt,bkordesao@howstuffworks.com,(254) 3967212,non-member,sDE1zeDyR3,8244651075,1973,20377,6/17/2020,gold
S4733986O,Stinky Metzig,Czech Republic,smetzigap@craigslist.org,(195) 6182913,non-member,Me3Z1aFPLC,5495949838,24566,29204,4/22/2020,gold
S9716345X,Dela McCurlye,Panama,dmccurlyeaq@ed.gov,(231) 2292375,member,c1t3a1r,4508683681,36969,33102,12/25/2020,bronze
S3382316H,Curran Storrar,Portugal,cstorrarar@walmart.com,(526) 9934706,member,f6mZfR7,5055757663,23747,28482,12/9/2018,gold
S3988512I,Lesli Esson,Ukraine,lessonas@intel.com,(984) 4071079,non-member,pmjPLI9d2w,3551325480,28381,28650,8/7/2019,gold
S6952569B,Catarina Waples,China,cwaplesat@answers.com,(762) 2042951,member,5zN21P,7305235946,39444,36355,11/22/2019,silver
S5277627J,Marris Vann,Indonesia,mvannau@bravesites.com,(111) 7592553,non-member,tIttDh19k,7933922511,25803,38250,5/14/2019,bronze
S5124916O,Morgun Bestiman,Nigeria,mbestimanav@github.com,(178) 9610156,member,2u95v7Z,9550036634,3933,32577,6/13/2020,bronze
S5862787K,Randall Pyett,Myanmar,rpyettaw@buzzfeed.com,(484) 6380654,member,hynFlmt,4114877762,33493,14551,5/22/2019,gold
S2464375C,Tammi Siburn,Iran,tsiburnax@youtu.be,(522) 7289429,non-member,4dwMtEY,2469382203,22851,34206,10/15/2018,gold
S1739684O,Claiborne Parman,Mexico,cparmanay@desdev.cn,(797) 9563629,member,Kk5wEkFe,5564292790,16138,18731,10/29/2020,gold
S5112162T,Hakim Lerego,China,hleregoaz@mozilla.org,(864) 7665828,non-member,6B65zKbERwpb,6344398531,30713,21870,10/14/2018,gold
S5798567U,Krispin Kleisle,Peru,kkleisleb0@usatoday.com,(303) 6065696,non-member,Ybn9wZ,4561330399,275,6519,11/24/2018,bronze
S8616083T,Letitia Patching,Mauritius,lpatchingb1@usgs.gov,(978) 5760300,member,Xw9rk4,6789339191,5203,24195,4/25/2020,silver
S3768680C,Francis Cavell,Poland,fcavellb2@usda.gov,(920) 7626257,member,Bgltcs,9251440336,22553,5020,1/12/2020,silver
S6032195A,Bartlett Crinion,Palestinian Territory,bcrinionb3@oracle.com,(678) 6731971,member,lPNeoElNnJwq,6560628663,25107,39993,8/7/2020,bronze
S1699500G,Lanie Search,Russia,lsearchb4@statcounter.com,(774) 2214015,non-member,sGALzn,9064566445,36838,14482,3/24/2019,silver
S8365180W,Redd Longstreet,Angola,rlongstreetb5@vistaprint.com,(761) 8208033,non-member,uLk5SuRiG6,3986985298,3691,20156,8/30/2019,gold
S4911197V,Austine Hallock,New Zealand,ahallockb6@forbes.com,(878) 8875508,member,Z1sSGIB,8322725965,229,11745,9/6/2020,silver
S7535266S,Corny Boggs,Czech Republic,cboggsb7@ezinearticles.com,(680) 8932693,non-member,8Sl0enF,0525526277,31608,32849,11/21/2019,bronze
S8346131H,Wain Diche,Albania,wdicheb8@cnn.com,(318) 5477170,non-member,YcViyX,3311306724,4625,38773,11/16/2019,bronze
S0561946K,Amalee Cranage,Azerbaijan,acranageb9@zdnet.com,(574) 5982661,member,iLXRXw,3057064302,89,6659,9/25/2020,silver
S3347479E,Doyle Uccelli,Portugal,duccelliba@columbia.edu,(678) 4090187,member,2Q27J39tZYZ,4306076121,4724,39311,4/12/2020,gold
S5911293G,Cam Beecham,Argentina,cbeechambb@twitpic.com,(447) 5500414,member,EXyFySnx,4205901402,13277,19559,11/14/2020,bronze
S5258545Y,Rivy Daldan,China,rdaldanbc@barnesandnoble.com,(839) 7130973,non-member,llnEi5S,6215251518,38294,10961,2/17/2020,silver
S6562199X,Darya Siggens,France,dsiggensbd@acquirethisname.com,(635) 3068301,non-member,vYvvkc,6378505926,8367,16463,4/25/2020,silver
S0724982O,Robina Ronnay,Chile,rronnaybe@stanford.edu,(587) 7390968,non-member,DPaHAeFOHvSV,4301133879,17717,34577,6/6/2020,silver
S9290963R,Thorstein Lefwich,Mexico,tlefwichbf@va.gov,(361) 5569303,member,hp634cZx,6679262445,31583,35173,9/16/2019,bronze
S1732698E,Isis Godspede,Philippines,igodspedebg@unicef.org,(290) 5536390,non-member,35brZ4im,3506196375,21652,22964,10/6/2020,bronze
S5385436A,Margo Clemmens,Comoros,mclemmensbh@businessweek.com,(401) 6028482,member,SKhJIOy7hPFH,9090089055,6023,16169,2/20/2019,silver
S3387010C,Nessi Weiser,France,nweiserbi@nba.com,(752) 6495273,non-member,H040aF0CqkwE,4222396095,30370,21100,5/25/2020,silver
S1906584P,Mollie McGlade,China,mmcgladebj@japanpost.jp,(519) 6776881,non-member,60BL1SYfK,8198116176,8369,18460,3/4/2020,bronze
S4893531H,Reeva Boniface,Indonesia,rbonifacebk@people.com.cn,(308) 8831520,member,MsiECr,6971946626,14004,23236,10/3/2019,silver
S7887618N,Antonietta Kabisch,China,akabischbl@imdb.com,(848) 4342897,member,393gf9O,7081895220,2141,3959,10/17/2019,silver
S0201003H,Karl Anderton,Malaysia,kandertonbm@vinaora.com,(411) 9048975,non-member,cA3Ee0oRNjH,0835134059,11143,32925,12/27/2020,bronze
S2062744A,Vivyanne Forten,Russia,vfortenbn@jiathis.com,(540) 1096311,non-member,5ncWL9b,1814784357,34304,18876,12/29/2018,silver
S8545107Q,Clywd Pimlott,Madagascar,cpimlottbo@chicagotribune.com,(319) 6552341,non-member,UKLyqw,8417891064,39687,39449,9/12/2019,bronze
S3835321O,Simonette de Castelain,Sweden,sdebp@studiopress.com,(887) 4850875,non-member,bKfr9Y,7021793952,19783,15345,3/18/2020,silver
S9369811H,Thalia Wandrach,Honduras,twandrachbq@myspace.com,(397) 4038798,member,FMrUiuL4Od0,2802797557,38939,36634,2/4/2019,silver
S0229138L,Pembroke Goodrick,Belarus,pgoodrickbr@dailymotion.com,(315) 8909875,member,w5QGoi1iiWq8,1008370576,34500,35091,12/19/2019,gold
S1863078L,Tildi Kabisch,Russia,tkabischbs@sphinn.com,(398) 3591295,non-member,kBoREA0Sz,2468733282,23329,33341,5/11/2020,silver
S6563691B,Tawnya Swadlinge,Sweden,tswadlingebt@google.co.uk,(746) 8013428,member,zKvJLW,4096417130,37207,31551,7/25/2020,bronze
S5783767I,Korney Steddall,China,ksteddallbu@reuters.com,(826) 2559928,non-member,O1Wa93O4F,0792805976,37710,8385,8/31/2019,silver
S9949419Z,Kerrill Montez,Poland,kmontezbv@time.com,(970) 4443888,member,WpnmD66F,4441631421,36930,22073,3/19/2019,silver
S4579826Q,Delmore Mapp,China,dmappbw@prweb.com,(557) 3347166,non-member,ycUBCCWZBjnL,0846620308,8638,757,6/10/2019,silver
S0468532T,Hillier Meates,China,hmeatesbx@harvard.edu,(122) 5372768,member,cQfu0LW,2540412874,30313,33178,10/13/2020,bronze
S9537104C,Forrest Delamere,Russia,fdelamereby@arstechnica.com,(570) 7760611,non-member,EkOepp,8992143079,38561,5302,10/29/2020,bronze
S8032624R,D'arcy Brignall,Venezuela,dbrignallbz@digg.com,(211) 3657550,non-member,9bs8t5C2026,9553603823,5655,30580,1/19/2019,bronze
S4148427P,Bud Petican,Russia,bpeticanc0@dedecms.com,(671) 7747750,non-member,9aGufsx,1461548640,16377,38537,1/11/2020,gold
S2046187J,Bobbette Staner,United States,bstanerc1@va.gov,(213) 6025899,non-member,yukCNLJ,4126801863,9609,1340,10/17/2019,bronze
S5186523N,Kippy Magowan,Iran,kmagowanc2@wikispaces.com,(911) 6764243,member,L8Wgxe1,6625698075,37727,10343,11/4/2020,silver
S2488753N,Austin Quantrell,United States,aquantrellc3@gov.uk,(480) 4526026,member,S08raM,7503162902,33759,9507,4/17/2019,bronze
S2387425T,Hillard Cornils,Peru,hcornilsc4@yahoo.co.jp,(228) 2705043,non-member,f0GYJTEluTu7,0333676238,11163,7604,10/1/2019,bronze
S7090157W,Burr Bows,China,bbowsc5@diigo.com,(690) 8900941,non-member,UewNXYLQU4X,0666880239,13005,38175,7/8/2019,silver
S8767803Z,Perry Lott,North Korea,plottc6@studiopress.com,(693) 3647865,member,ew0pN2,7561323360,12578,5051,2/28/2020,silver
S2674830P,Giacopo Scothorne,Philippines,gscothornec7@indiatimes.com,(299) 8340207,member,2DHHPB,6281172248,30940,26634,11/7/2020,gold
S7073759K,Ruddie Aire,Indonesia,rairec8@salon.com,(358) 2317165,member,FlU7u9k8K,6563994458,3788,6503,3/4/2019,gold
S3593002K,Hollis Gietz,Argentina,hgietzc9@wsj.com,(902) 1262459,non-member,cwb3Pi4l,9670424402,17869,39813,6/21/2020,bronze
S0326611C,Jeno Titcombe,Indonesia,jtitcombeca@hao123.com,(452) 5207400,non-member,9xQo43qUh,4956381417,27900,13579,10/18/2018,silver
S2285006B,Zollie Scripture,China,zscripturecb@unicef.org,(200) 3591009,member,g39vjVsBP7f,5886449698,39950,38475,10/14/2019,bronze
S8468500N,Bertrand Riseborough,China,briseboroughcc@nationalgeographic.com,(127) 7977698,member,fkyvf4FjNhcT,2599411769,948,20344,12/22/2020,gold
S0576273J,Hillier Cremen,Niger,hcremencd@epa.gov,(722) 3440717,non-member,1tR4lEn1qDy,0170620840,39239,26752,7/28/2019,bronze
S1036229I,Natalya Kennham,Tanzania,nkennhamce@yelp.com,(412) 3371460,non-member,8GcJSX73vn5,0309730031,15062,6536,11/9/2019,gold
S4166752S,Rina Gymlett,Armenia,rgymlettcf@newyorker.com,(866) 5702312,member,gtQtyIc2,2178971628,35993,28735,4/19/2020,bronze
S3274037C,Hobie Spinetti,Tanzania,hspinetticg@cdc.gov,(242) 4407158,member,uNJpqvc2,9054753536,37410,18500,12/2/2020,bronze
S4320878Y,Zacherie Pert,Russia,zpertch@homestead.com,(626) 5138655,member,vxzQwr2xIy,8853841621,24258,36575,3/9/2019,silver
S2882949L,Moreen Phant,Brazil,mphantci@nyu.edu,(264) 8773299,member,bTca5JKOSeSQ,9605373882,3550,682,10/27/2020,bronze
S2593822E,Courtnay McCluin,Brazil,cmccluincj@buzzfeed.com,(754) 9294957,non-member,0uEx77jTzQi,1407709127,12773,32865,10/30/2019,silver
S7573862Q,Malvin Deeney,China,mdeeneyck@nasa.gov,(404) 9421232,non-member,4fLSJU,3187561993,6321,33115,9/14/2020,silver
S5581159V,Norean Punton,China,npuntoncl@wsj.com,(928) 3516312,non-member,N0Y5KUnxr,1183382278,8659,28871,9/26/2019,gold
S3068821P,Isaak Scheu,Philippines,ischeucm@google.com.au,(332) 7854477,non-member,VQBhVFeZq,4486479866,27336,18149,5/17/2020,silver
S2427797A,Tim Verni,Indonesia,tvernicn@storify.com,(986) 3366756,non-member,1R8XsqnQS,8413850118,36881,15172,9/16/2020,bronze
S5432276W,Karrah Oldacres,China,koldacresco@tinyurl.com,(673) 4145089,member,h5UtViOm0po,1737011964,38658,35447,9/20/2019,gold
S3493632X,Meara Couldwell,Japan,mcouldwellcp@bing.com,(110) 5642959,member,VWopt3iXk6gy,6698926205,21826,27636,2/16/2019,silver
S2780280F,Oberon Alwell,Croatia,oalwellcq@wix.com,(628) 6123356,member,UPseuorwN4,6602541366,14520,21823,2/17/2020,bronze
S2990565U,Michael Mangenot,Russia,mmangenotcr@auda.org.au,(952) 3048603,member,CZlk2pvbS,4803534195,11805,29076,1/1/2019,silver
S4367494R,Mozelle Eggleton,Syria,meggletoncs@boston.com,(370) 1404528,non-member,SnKIXAZW,4862782299,777,3577,7/21/2020,bronze
S8700164C,Stesha Olorenshaw,Nigeria,solorenshawct@cisco.com,(350) 9304853,member,fYoSCttRZ,6485849149,26395,9904,11/29/2018,bronze
S7300764F,Antoni Braidley,Indonesia,abraidleycu@tripod.com,(968) 3350422,member,IprVnfq,7833468517,31661,13999,1/16/2020,gold
S5461518X,Ursala Ellul,Latvia,uellulcv@icq.com,(257) 1523467,member,kN9O9QAL59hk,1413932347,21,11722,3/12/2020,bronze
S6680368Q,Cornelius Wreiford,Thailand,cwreifordcw@eepurl.com,(504) 9533681,non-member,bMeeFUSb,0065039580,1932,35896,12/2/2020,bronze
S7172471H,Cherie Kindell,China,ckindellcx@dedecms.com,(116) 5453760,non-member,V3cQRrNR8gm,8738879069,28949,15524,6/28/2019,gold
S9350475M,Ethelyn Carvilla,Pakistan,ecarvillacy@examiner.com,(139) 2382904,member,RqT1NvfuMH,5943576150,435,8623,10/14/2020,silver
S9441392I,Danny Wardesworth,Nicaragua,dwardesworthcz@imdb.com,(699) 6428589,member,56NDlT,8814513821,151,35188,6/24/2020,silver
S6141146R,Rhea Charrington,Brazil,rcharringtond0@163.com,(378) 5621022,member,o3PuZf7yA2KF,2551930480,12987,33714,3/17/2019,gold
S1198123G,Ki Machans,China,kmachansd1@wordpress.com,(459) 4183198,member,xesDkRtiHKc,6361159493,24501,20941,1/23/2019,silver
S2623806P,Lara Tomini,United States,ltominid2@over-blog.com,(813) 3834673,member,PMrv1FB1,9183948821,17711,26228,2/15/2020,silver
S2559942C,Rani McMahon,Myanmar,rmcmahond3@twitter.com,(121) 6155892,non-member,2JkVya,7711298692,28144,27974,3/24/2020,gold
S3653291A,Creighton Juan,Kazakhstan,cjuand4@netlog.com,(132) 9495632,member,NQuiOtnZbpFj,7503299517,8899,35817,12/20/2018,silver
S3593716U,Dunc Andrejs,Croatia,dandrejsd5@weibo.com,(828) 9650422,non-member,nz1OALfla5f,0768410525,15802,15226,10/4/2018,silver
S6722021K,Donnell Tayspell,Indonesia,dtayspelld6@time.com,(177) 6405033,non-member,GhwErmWxnxgs,0372144470,12699,30177,5/1/2019,silver
S6817722I,Tore Drackford,Malaysia,tdrackfordd7@stumbleupon.com,(923) 4564697,non-member,EjwNDxrxWU4,4869343134,34658,13426,2/24/2019,bronze
S1752542I,Verge Ingree,China,vingreed8@mozilla.org,(672) 9042481,member,KrItHx,4186861587,27729,26005,3/3/2020,gold
S2409885X,Hanna Beardwood,Indonesia,hbeardwoodd9@ocn.ne.jp,(669) 6199031,member,mpTTvSZG,6614322818,2652,20751,5/17/2019,silver
S7187717K,Lavena Dammarell,Georgia,ldammarellda@senate.gov,(265) 5841035,non-member,ujPhrzJZyJH,3344717928,11444,23293,8/19/2020,bronze
S9018834X,Barn Fowlie,Japan,bfowliedb@ibm.com,(563) 4731722,non-member,fZTXWfozah3b,6997982271,11515,8319,10/17/2018,gold
S5734199B,Dode McMackin,Netherlands,dmcmackindc@sciencedaily.com,(194) 4530437,member,s1F1jo1DbQ,5076911874,7599,7139,2/21/2020,gold
S1462039W,Stanislas Kemitt,Indonesia,skemittdd@freewebs.com,(399) 1584467,member,8E9pLI3B,6961306713,21589,31904,1/6/2019,gold
S9873655Z,Coop Blazy,Russia,cblazyde@hugedomains.com,(620) 6285296,non-member,Dvm3AyPD,4006626606,14076,39572,1/10/2019,bronze
S9250606P,Geoff Frushard,Ecuador,gfrusharddf@admin.ch,(848) 7766068,member,WWpmDuF3Fijj,3046666659,39928,29558,11/11/2020,silver
S2394577M,Ursa Leadston,Canada,uleadstondg@gravatar.com,(148) 2281176,non-member,j7NNxMs,9427839872,37408,16331,8/6/2019,bronze
S7847771U,Barnaby Fehner,China,bfehnerdh@de.vu,(715) 3987226,non-member,tan8dMCkl,4949741594,10690,10654,9/29/2020,silver
S5488759V,Martica Rosenshine,Philippines,mrosenshinedi@ft.com,(544) 1409049,non-member,jWXViRoMdND,7744892720,12509,3146,9/30/2019,bronze
S2886725P,Ricky Elloy,Portugal,relloydj@senate.gov,(891) 8227497,member,6BqJfZqfJjTA,5236307287,23553,25874,10/31/2019,bronze
S7735556Y,Foss Cropp,Latvia,fcroppdk@artisteer.com,(211) 9850443,non-member,MAGN8v42lu,0322232953,19114,10429,10/7/2019,gold
S8689183R,Kayne Ife,Czech Republic,kifedl@yale.edu,(583) 6260978,non-member,wtD59Mo,3795322030,37726,18730,3/11/2020,silver
S5791369V,Zena Sibbe,Indonesia,zsibbedm@deviantart.com,(137) 5093455,member,nj5hXzmv9,9357684573,16176,37593,11/22/2020,silver
S8652554L,Normy Girdler,Indonesia,ngirdlerdn@nymag.com,(101) 7311086,member,Vh9zPO6iidZd,8217859728,12773,17361,4/14/2019,gold
S5798200E,Richmound Simmance,Yemen,rsimmancedo@comsenz.com,(945) 2901049,non-member,ImbQZOcQ,4759521518,7498,33981,4/1/2019,gold
S4235287G,Everett Gillis,China,egillisdp@gravatar.com,(950) 1083294,non-member,6KRqZyEP8QC,7839754104,10505,29446,10/10/2020,bronze
S0976376M,Lauree Danielou,Portugal,ldanieloudq@eepurl.com,(866) 3728743,member,OHoQHMkOnX,7529749234,5637,27567,11/21/2020,gold
S8732624K,Neville Van der Mark,Russia,nvandr@hp.com,(569) 4489518,member,eL50ZUu,6156129863,8778,26172,6/10/2019,bronze
S2312525M,Gonzales Scholey,Indonesia,gscholeyds@google.es,(495) 9354662,member,x5k5VxMfgM,7118793639,36532,31686,10/18/2018,silver
S4285273X,Trix Rumney,Poland,trumneydt@istockphoto.com,(446) 6964097,member,V3eaEVk7AdL0,4470974609,9029,1705,8/25/2019,gold
S0221446N,Lila Dorsey,Indonesia,ldorseydu@drupal.org,(768) 4186469,non-member,3lzxkaLMk,4241576281,28572,9648,6/16/2020,gold
S9807916B,Stevy Dack,Philippines,sdackdv@comcast.net,(350) 9425342,member,xXBV6dvv2PJx,4393504135,36277,15254,9/22/2019,silver
S9052720G,Goraud Welband,Indonesia,gwelbanddw@geocities.jp,(153) 3737189,member,e12W58ycXs,7729007851,31598,6793,12/11/2020,gold
S4473959E,Godiva Geddis,Indonesia,ggeddisdx@nbcnews.com,(529) 9937905,non-member,tGby3mZcKl,2566042543,4206,38833,11/18/2019,gold
S8009183B,Jerrold Raith,Poland,jraithdy@canalblog.com,(731) 9246180,member,WtkJd0,5818436497,18926,8943,4/17/2020,silver
S7733322Z,Mozes Cable,Philippines,mcabledz@nps.gov,(635) 4500163,non-member,aIUrCVWv,2334003107,10443,2215,11/26/2019,bronze
S4359052B,Frederique Morbey,Afghanistan,fmorbeye0@studiopress.com,(948) 9624480,non-member,7Z8ptwEB1c,5154614879,26168,29218,10/5/2018,bronze
S0292223C,Audrie Goodge,Honduras,agoodgee1@mlb.com,(477) 5567559,member,cq7JJqGCW,6609323348,36788,15755,3/17/2020,gold
S4745828P,Jennette Clewlowe,Croatia,jclewlowee2@diigo.com,(262) 1416257,member,nrnN3Y,0192246054,28583,25600,3/19/2020,bronze
S3561997J,Meriel Wiltshier,New Zealand,mwiltshiere3@unesco.org,(357) 1281455,member,DyTFXYxV4xaw,4255946744,12036,11377,12/17/2020,gold
S1164313H,Zaccaria Luca,China,zlucae4@cisco.com,(491) 6309782,member,sO7EBR,5248050235,2256,11185,11/8/2020,gold
S4527276S,Tisha Kobpac,United States,tkobpace5@reuters.com,(816) 6825770,member,KxG0GBwhgBka,1723841463,1804,29075,7/1/2019,bronze
S6457596Y,Corny Endecott,China,cendecotte6@mysql.com,(428) 2391259,non-member,fDEEDnjfuV,8262139976,33368,20085,11/5/2018,silver
S6300780K,Roxane Brelsford,Iran,rbrelsforde7@nps.gov,(172) 1315821,non-member,Lkz2Rig,9765254873,19780,4396,7/11/2020,bronze
S6353955T,Chrissie Hukin,United States,chukine8@un.org,(859) 5281884,non-member,CR4fQv,4519063019,2366,24681,1/18/2019,gold
S5926316I,Noelani Sowter,Pakistan,nsowtere9@uol.com.br,(339) 8980905,member,YDQ39nk,4076322371,33238,1818,12/31/2019,silver
S7355512H,Quintilla Tinsley,France,qtinsleyea@fema.gov,(776) 5586868,non-member,GsgVnrz,9411958885,27726,39790,11/2/2020,bronze
S3294615W,Mandel Raffeorty,Vietnam,mraffeortyeb@histats.com,(608) 3304963,member,Ja6Dk0ql,9255516906,33434,5789,3/7/2019,silver
S9142512C,Marcellus Gawler,Russia,mgawlerec@auda.org.au,(310) 6550821,non-member,HeX1LueBq,1671885252,20338,11798,11/2/2018,silver
S2000417C,Kasey Boow,Russia,kboowed@storify.com,(378) 7507450,non-member,qcrJPsPp6,6564956991,32374,8073,8/8/2020,silver
S6739374D,Garwin Andrelli,Panama,gandrelliee@vistaprint.com,(148) 1005880,member,mpCE4uc3Dg,1337254614,39980,39867,3/5/2020,silver
S1314741Z,Neil Addess,Poland,naddessef@umn.edu,(798) 2795162,non-member,VWZzzrmG,7619327142,26858,32538,10/21/2019,bronze
S6426496S,Ynes Cookes,Philippines,ycookeseg@mlb.com,(962) 8541223,non-member,ck54WuW,4887373678,23364,28276,9/1/2019,silver
S1351537A,Raynell Kidner,Portugal,rkidnereh@wikia.com,(943) 4130497,member,S2xAuf9SdZy,7181143689,10609,7004,5/16/2019,gold
S9203903C,Matti Smitham,China,msmithamei@odnoklassniki.ru,(983) 2106937,member,KSnbHP0roOmZ,6582615890,14792,27503,5/24/2020,silver
S7526511T,Dalston Churm,China,dchurmej@wikispaces.com,(295) 8820788,member,6QRBDEAj,2398034771,3410,2194,4/9/2020,gold
S4796382Q,Cletus Casserly,Philippines,ccasserlyek@google.ru,(679) 1546094,non-member,ipYaR9c1,3113426154,20469,24353,10/8/2020,bronze
S5023235U,Virgil Oxtoby,Palestinian Territory,voxtobyel@histats.com,(869) 9294892,non-member,FX9MFQ,5053773815,2741,11132,12/1/2020,silver
S3671119B,Martica Sissot,France,msissotem@parallels.com,(738) 3581896,non-member,8ss3dYH,4262347508,28210,29698,2/5/2019,gold
S5004355M,Nana Dax,Syria,ndaxen@wired.com,(228) 9400631,non-member,NLkF4WbY9c,0755437705,20732,18805,12/18/2019,silver
S3544480K,Kristoforo Donhardt,Colombia,kdonhardteo@canalblog.com,(382) 1665050,member,coKpsy,4200483815,25146,9539,7/29/2020,silver
S3553976N,Ealasaid Raselles,Nigeria,erasellesep@vkontakte.ru,(908) 9183566,non-member,0sbQYK,0719884780,21033,29994,10/7/2020,silver
S0037787K,Babara Searl,Ukraine,bsearleq@netlog.com,(864) 4480840,member,z2emRs0B,6111121138,38658,3483,5/31/2019,gold
S8075105M,Chas Robb,Poland,crobber@usatoday.com,(562) 7621231,member,7moQcbLPCRY,3000917853,25259,9871,9/23/2019,gold
S6902076S,Mallory Keppie,China,mkeppiees@cmu.edu,(165) 8580909,non-member,E8GRVJ6agxEZ,5849528059,24140,2094,6/21/2019,bronze
S0651766T,Forester Grene,Poland,fgreneet@phpbb.com,(255) 5150133,member,6CMQjP2v,7288949397,26650,37635,1/15/2020,gold
S4083402S,Daniella Brafield,Croatia,dbrafieldeu@cnet.com,(512) 1791598,non-member,7LMEoBKYx,7873404153,23489,1789,4/9/2019,silver
S8694656D,Gay Henrych,Indonesia,ghenrychev@addthis.com,(861) 7230037,member,TOxZNjLg,0499931343,21941,13943,4/23/2020,bronze
S9471489T,Marjorie McCourtie,Philippines,mmccourtieew@army.mil,(146) 5356767,non-member,pcMkZmIQ,0476605490,37790,30046,8/5/2019,gold
S8422008O,Vito Ondrus,Lithuania,vondrusex@cpanel.net,(203) 4259564,non-member,U2ZPEaH,5321622566,34461,1858,7/10/2020,bronze
S4675808K,Zahara Comfort,Lithuania,zcomfortey@twitter.com,(649) 1975545,member,AlflBl,3925074848,31149,14243,1/11/2019,bronze
S3367118W,Waylon Cronk,Croatia,wcronkez@theglobeandmail.com,(387) 9158323,non-member,4KmViOBbrz1S,3043710789,20486,31854,11/20/2018,bronze
S4755969G,Dyana Jurasz,Japan,djuraszf0@cisco.com,(861) 7692435,non-member,KwrM1mYuTc,4489022913,15996,26109,11/23/2020,bronze
S4078227O,Torrey Medler,China,tmedlerf1@discovery.com,(626) 3921300,member,NokOlT6lr,8492954507,16132,18081,2/17/2020,bronze
S5211568N,Laurianne Swanne,Greece,lswannef2@wix.com,(802) 2496901,non-member,xerdRAE1U,5241264094,23321,10732,5/4/2020,bronze
S2444915L,Charley Gillimgham,France,cgillimghamf3@slate.com,(578) 8298743,non-member,ri9uTd,7767554872,31130,8006,10/27/2020,silver
S3654385U,Artair Fancourt,Colombia,afancourtf4@surveymonkey.com,(738) 4937878,non-member,quxKVnsc61d,5038289657,10089,31436,1/7/2019,silver
S1897112J,Letta Smees,Philippines,lsmeesf5@feedburner.com,(405) 6486705,non-member,q5CxQR3C9rDb,0185149375,14130,18907,2/24/2019,silver
S3767364Q,Kakalina Huygen,Indonesia,khuygenf6@plala.or.jp,(127) 4351266,member,ayOZ2VsITk,9207980185,17673,6124,6/2/2019,bronze
S9843379I,Genna Bubeer,Botswana,gbubeerf7@ca.gov,(423) 7877162,member,gVcpF9K5tMs,3862400654,8600,1953,10/15/2018,bronze
S8664987S,Klaus Sweetmore,Vietnam,ksweetmoref8@miibeian.gov.cn,(999) 5323788,non-member,j6uv65,2522561103,9820,10932,1/5/2020,gold
S3294872J,Marge Burkman,Portugal,mburkmanf9@simplemachines.org,(864) 1481014,non-member,TCGF5Qqdc,4952410382,26019,24961,5/4/2020,gold
S6348623H,Dinah Newbatt,Serbia,dnewbattfa@oaic.gov.au,(864) 8633928,non-member,PPm7RBDqbWT6,9756664401,34089,24909,2/28/2019,bronze
S2847686R,Janeva Chalfant,Colombia,jchalfantfb@wikipedia.org,(340) 5439987,non-member,6Q5stdhy7xe,5591831419,10823,35902,11/14/2018,bronze
